Timestamp,Data Operator Initials,Q1,Q2,Q3,Q4,Q5(a),Q5(b),Q5(c),Q6,Q7,Q8,Q9,Q10(a),Q10(b),Q10(c),Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27
9/18/2024 19:58:25,gp,1,2,8,2,0,0,0,2,2,2,1,5,5,5,1,1,4,6,2,2,5,3,1,5,9,4,0,0,riccarton,9,
9/18/2024 19:57:10,gp,1,1,3,2,1,4,3,2,1,2,1,6,9,7,1,3,1,3,2,2,2,2,1,5,european,2,0,1,chch central,9,i feel welcome and grateful to the parish
9/18/2024 19:55:27,gp,1,4,8,2,1,1,4,1,2,1,"1,2,3,4",8,8,8,1,5,4,2,2,2,8,2,2,5,9,4,3,3,christchurch central,9,
9/18/2024 19:54:19,gp,1,5,8,3,7,6,4,2,2,2,"1,2,3,4,5",8,8,7,1,3,4,4,1,2,7,3,2,4,7,4,6,1,bisphopdale,9,
9/18/2024 19:53:02,gp,1,5,8,5,9,9,9,2,2,2,3,9,9,9,1,2,4,6,2,2,9,2,2,1,viet nam,2,2,1,edgeware,9,
9/18/2024 19:51:57,gp,1,4,5,1,0,0,0,1,1,1,"1,2,3,4,5",9,9,9,1,5,4,4,2,1,9,2,1,5,8,4,2,1,sockburn,9,
9/18/2024 19:50:38,gp,2,0,"1,2,4,5",1,9,9,9,1,1,1,"1,2,3,4",9,9,8,1,4,3,"1,2,4",1,1,9,2,1,3,korean,4,3,1,rolleston,9,
9/18/2024 19:48:45,gp,1,4,5,1,9,6,6,2,1,1,"1,2,3,4,6",8,8,9,1,2,3,"1,2,4",1,1,9,2,1,2,1,2,1,3,sockburn,9,
9/18/2024 19:46:54,gp,2,0,"2,4,5",1,9,9,9,2,1,1,"1,2,3,4",9,9,9,1,5,2,"1,2",1,2,9,2,2,2,9,4,2,1,christchurch central,9,
9/18/2024 19:44:56,gp,2,0,8,2,0,9,0,1,2,2,"1,2,3,4,5",9,0,0,1,5,4,"1,4",1,2,9,5,2,6,9,4,4,1,hoon hay,9,
9/18/2024 19:43:13,gp,3,0,5,6,0,9,0,1,2,2,"1,2,3,4",9,9,9,1,6,1,2,1,1,9,5,2,2,9,4,4,1,somerfield,9,readers could be trained to read well and clearly
9/18/2024 19:40:53,gp,3,0,8,3,3,4,7,2,2,2,"1,2,3,4",9,9,8,1,5,4,6,2,2,9,6,2,1,9,4,3,1,riccarton,9,
9/18/2024 19:39:51,gp,4,0,"2,3,4,5,6,youth group,gardening",1,9,9,9,1,1,1,"1,2,3,4",9,9,0,3,5,1,"1,i talk to people",1,1,5,2,2,2,"2,dutch",0,1,0,st martins,9,soup kitchen
9/18/2024 19:34:33,gp,1,5,1,3,5,3,6,1,2,2,"1,2,3,4",9,6,9,2,2,4,6,1,1,9,2,2,6,9,4,4,1,hornby,9,
9/18/2024 19:33:32,gp,1,5,8,3,0,0,9,2,2,2,"1,3,4,5",0,9,0,2,2,4,0,2,2,9,4,1,6,9,2,4,1,hornby,9,
9/18/2024 19:32:33,gp,1,5,8,1,4,7,4,2,2,2,"1,2,3,4",8,6,9,2,1,4,1,2,1,7,2,2,5,latin america,4,2,3,halswell,9,
9/18/2024 19:31:23,gp,1,4,8,1,8,3,1,2,2,2,"1,2,3,4",3,3,3,1,2,4,6,2,2,3,2,1,5,latin america,4,2,1,halswell,9,
9/18/2024 19:30:01,gp,1,5,8,1,7,2,6,1,2,2,"1,2,3,4",7,7,7,1,2,4,1,2,2,6,2,1,1,latin america,4,2,1,central city,9,
9/18/2024 19:28:52,gp,1,4,0,1,0,0,0,2,2,2,"1,3,4,5",0,0,0,3,0,4,0,0,0,9,4,2,0,0,0,0,0,0,0,
9/18/2024 19:27:57,gp,1,4,8,4,0,0,0,1,2,2,"1,2,3,4",9,9,9,4,5,4,4,2,2,9,4,2,2,9,4,6,1,papanui,9,
9/18/2024 19:26:54,gp,1,1,"2,3,5,",2,9,9,9,2,2,2,"1,2,3,4",9,9,9,1,3,1,"4,worship music",1,1,9,1,1,4,1,2,2,2,hornby,9,
9/18/2024 19:25:36,gp,1,4,0,5,9,5,3,2,2,2,"1,2,3,4,5",7,7,8,1,3,4,1,1,2,5,2,2,4,1,4,4,2,bisphop,9,
9/18/2024 19:23:56,gp,2,0,8,3,5,0,0,2,2,2,"1,2,3,4,5",9,5,9,1,5,4,4,2,2,9,3,2,4,8,4,2,1,wigram,9,
9/18/2024 19:22:32,gp,2,0,8,6,9,9,5,1,2,2,"1,2,3,4,6",9,9,9,1,5,3,6,1,1,9,2,2,6,1,4,0,1,0,9,
9/18/2024 19:21:30,gp,1,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9/18/2024 19:20:51,gp,2,0,8,1,7,7,7,1,1,1,"1,2,3,4",7,6,7,1,2,4,glorify,2,1,7,3,2,6,9,4,3,1,yaldhurst,9,
9/18/2024 19:19:46,gp,1,2,8,2,8,8,8,2,2,2,0,8,8,8,2,6,4,0,2,1,9,3,1,6,9,1,1,1,st albans,9,
9/18/2024 19:18:43,gp,1,2,1,1,0,0,1,1,1,1,7,0,1,0,4,2,4,6,1,1,1,3,1,5,9,2,6,1,0,5,
9/18/2024 19:16:58,gp,1,1,4,1,7,0,0,1,1,1,"1,5",0,0,7,3,1,1,4,1,1,9,4,2,2,9,1,3,1,cashmere,9,thank for doing this survey God bless you
9/18/2024 19:14:36,gp,1,5,8,4,1,1,1,2,2,2,"1,2,3,4,5",9,9,9,1,2,4,6,1,2,9,3,2,4,8,4,4,1,sockburn,9,
9/18/2024 19:13:31,gp,2,0,8,1,2,2,2,1,2,2,"1,2,3,4",8,7,7,1,6,4,"1,4",2,2,8,3,2,6,asian,4,2,1,papanui,9,
9/18/2024 19:12:18,gp,1,4,0,2,2,7,5,1,2,2,"1,2,5",7,8,9,1,1,1,4,1,1,9,5,2,6,9,4,6,1,edgeware,9,
9/18/2024 19:11:10,gp,1,5,8,2,2,2,3,2,2,2,"1,2,3,4",3,3,3,1,5,4,6,2,1,3,2,2,4,9,4,6,1,edgeware,"2,9",
9/18/2024 19:09:49,gp,1,5,8,2,5,5,5,2,1,2,"1,2,3,4",7,7,7,1,5,4,"1,4",1,1,9,2,2,6,9,4,6,2,edgeware,9,
9/18/2024 19:08:52,gp,3,0,0,3,0,0,0,2,2,2,5,0,0,0,1,0,4,6,2,2,0,5,2,6,9,2,2,1,hornby,9,
9/18/2024 19:07:50,gp,2,6,8,2,0,0,0,2,2,2,"1,2,3,4,5",9,9,9,3,5,4,4,2,2,9,4,2,6,9,4,2,3,ilam,9,
9/18/2024 19:06:53,gp,3,0,"1,2,5",4,9,9,6,2,1,1,"1,2,3,4,6",9,9,9,1,5,1,4,1,1,9,3,2,2,1,4,6,1,belfast,9,
9/18/2024 19:05:44,gp,1,2,"3,4",3,9,9,7,1,2,1,"1,2,3,4",7,9,9,1,3,3,"3,4",1,1,7,3,2,4,"1,8",4,2,2,avonhead,9,
9/18/2024 19:04:09,gp,6,4,1,3,5,5,5,1,2,1,"1,2,3,4",9,9,9,2,3,1,"2,4",2,1,9,3,2,5,9,4,3,1,wellington,9,
9/18/2024 19:03:04,gp,6,5,8,1,7,5,7,1,2,2,0,0,0,0,0,1,1,5,0,0,0,3,1,5,9,4,6,0,wellington,9,
9/18/2024 19:01:34,gp,1,4,4,2,7,6,9,1,2,2,"1,2,3",9,9,9,2,1,4,6,2,1,9,3,1,4,9,3,2,1,spreydon,9,
9/18/2024 19:00:35,gp,1,1,8,3,6,5,7,2,2,2,"1,2,3",9,7,8,4,5,4,6,2,2,9,3,2,4,9,1,1,1,spreydon,9,
9/18/2024 18:58:56,gp,2,6,8,1,0,0,9,2,2,2,"1,2,3,4",9,9,9,4,0,4,"1,4",2,2,9,3,2,6,9,4,1,1,addiytrm,9,
9/18/2024 18:57:44,gp,1,5,8,6,7,5,9,1,2,2,"1,2,3,4",9,9,9,2,4,4,television,1,1,9,4,2,6,9,4,1,1,somerfield,9,
9/18/2024 18:56:23,gp,1,5,"1,4,5",1,9,9,0,1,1,2,"1,2,3,4,5",9,9,9,1,5,4,6,2,1,9,2,2,7,nigerian (africa),4,2,1,riccarton,9,the parish has tremendously blessed I and my family it has also made my faith strongeri am so much elated to be part of this family
9/18/2024 18:54:02,GP,1,5,1,1,9,9,0,1,1,1,1.2.3.4.5,9,9,9,1,5,1,4,1,1,9,3,1,5,NIGERIAN (africa),4,1,2,riccarton,9,God answered my prayer for this fruit of the womb here in st theresa I am happy
9/18/2024 18:50:44,GP,2,0,8,1,9,9,9,2,1,2,"1,2,3,4",9,9,9,1,5,4,6,2,1,9,2,2,2,9,4,3,"2,3",ILAM,9,
9/18/2024 18:49:18,GP,3,0,4,5,8,8,8,2,1,2,"1,2,3,4,5",9,9,9,1,5,1,"1,4",2,2,9,5,1,6,9,4,4,1,ILAM,9,
9/18/2024 18:29:28,GP,6,5,0,3,9,0,0,1,0,1,5,0,0,9,4,0,4,6,2,1,9,2,2,2,3,0,6,LOOK AFTER MY SON,PHILLIPSTOWN,7,
9/18/2024 18:27:37,GP,5,5,0,6,0,0,9,2,2,2,1,0,0,0,1,0,0,0,2,0,0,0,2,3,3,0,0,0,0,7,
9/18/2024 18:26:37,GP,2,0,5,2,0,0,0,1,2,2,7,9,9,9,1,4,2,6,1,1,9,3,2,3,1,2,6,MATERNITY LEAVE,TEMPLETON,7,
9/18/2024 18:25:22,GP,2,1,5,3,1,0,0,2,2,1,7,0,1,0,5,3,4,6,1,1,1,3,1,6,3,1,6,1,TEMPLETON,6,
9/18/2024 18:24:20,GP,2,2,8,1,3,3,5,2,2,2,7,5,8,8,4,4,4,5,1,2,8,2,1,3,3,3,1,1,HOONHAY,7,
9/18/2024 18:23:14,GP,2,1,3,3,9,0,0,1,1,1,1,9,0,0,2,1,4,1,2,1,9,4,1,3,3,1,6,5,ARANUI,7,
9/18/2024 18:21:54,GP,2,5,5,3,0,0,0,2,2,1,4,0,0,0,2,2,4,4,1,1,0,2,1,2,3,4,6,1,0,4,
9/18/2024 18:20:49,gp,3,6,4,4,1,0,0,1,1,1,2,0,0,1,1,2,3,3,1,1,9,6,1,3,3,1,2,1,RUSSLEY,7,
9/18/2024 18:19:39,gp,2,0,"4,5,6",5,9,9,9,1,2,2,"1,2,3,4,5",9,9,9,0,5,2,3,1,1,9,6,2,6,5,4,2,1,russley,7,
9/18/2024 18:18:21,gp,5,1,0,4,0,1,0,1,2,1,"1,3,5",0,1,0,5,4,3,1,1,2,1,6,1,0,3,1,2,0,pitcain crss,7,
9/18/2024 18:15:20,gp,3,0,"1,2,3,4,5,6,7,8",0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,2,9,6,0,1,0,1,1,1,0,7,
9/18/2024 18:13:13,gp,3,0,4,4,9,9,9,1,2,2,"1,2,3,4,5",5,7,8,2,2,3,4,2,2,7,4,2,6,"3,7",4,4,1,bromley,7,"more help is needed for fr paulo in regards to his service to the samoan mass, so that we can have samoan mass weekly instead of once a month this must help future generations engage more within the language/culture facts"
9/18/2024 18:08:04,gp,2,0,0,1,6,3,4,2,2,2,"1,2,3",7,6,7,4,2,2,1,1,1,8,2,2,3,9,2,6,8,bromley,7,
9/18/2024 18:06:51,gp,5,6,8,1,1,2,1,2,2,2,"1,3,5",1,2,5,3,5,4,6,2,2,1,5,2,3,3,1,1,1,upper riccarton,7,
9/18/2024 18:05:57,gp,3,6,youth group (samoan group),5,9,8,8,1,1,1,7,8,8,8,1,2,4,4,2,1,8,2,1,6,3,2,6,5,phillipstown,7,keep up the good work and God will do the rest:
9/18/2024 18:03:57,gp,3,0,0,0,0,0,0,1,1,1,5,0,0,1,4,2,1,0,1,1,0,6,0,0,3,0,0,0,0,0,
9/18/2024 18:02:58,gp,1,5,1,6,0,1,0,1,2,2,5,0,0,1,1,2,1,4,2,2,9,6,1,3,3,1,6,4,riccarton,7,
9/18/2024 18:01:53,gp,2,2,"1,2",4,5,1,1,2,1,1,3,9,6,6,1,2,2,2,2,1,9,3,1,3,3,2,2,1,templeton,6,
9/18/2024 18:00:32,gp,2,1,4,3,1,0,0,2,2,2,3,1,0,0,4,6,1,emaile,1,1,2,4,2,5,3,1,1,1,hornby,4,
9/18/2024 17:49:33,gp,2,1,samoan choir,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,3,0,1,4,riccarton,6,
9/18/2024 17:43:37,gp,6,4,8,1,6,5,4,2,2,2,5,7,6,6,1,5,2,6,1,2,8,3,2,4,3,2,6,5,hornby,7,
9/18/2024 17:42:08,gp,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,0,1,1,hornby,7,
9/18/2024 17:40:59,gp,2,0,4,5,6,5,4,2,2,2,"1,2,4,5",9,7,9,1,1,4,6,1,2,9,4,2,6,3,2,3,1,wigram,7,
9/17/2024 19:42:16,mp,2,0,"4,5",5,8,9,8,2,2,2,"1,3,4",9,8,9,1,2,4,6,2,1,9,2,2,7 with parents,3,2,6,1,wigram,7,
9/17/2024 19:39:26,mp,2,0,"4,5",2,9,9,9,2,2,2,"1,3,4,5",9,9,9,1,2,4,"1,4",1,2,9,5,1,6,3,4,6,1,wigram,7,
9/17/2024 19:36:41,mp,2,5,"4,5",5,8,5,5,2,1,2,"1,2,3,4",9,8,8,1,3,1,3,1,2,7,2,2,6,3,4,6,1,wigram,7,
9/17/2024 18:55:23,mp,1,5,7 sunday school teacher,4,5,4,5,1,2,2,"1,2,3,4,5",8,8,9,1,4,4,6,1,2,9,3,2,4,3,4,2,1,hirnby,7,
9/17/2024 18:52:58,mp,3,0,"4,5,6",6,8,8,5,2,2,1,"1,2,4,5",9,9,9,1,3,3,6,2,1,9,5,1,4,3,1,2,1,rolleston,7,
9/17/2024 18:50:12,mp,4,1,2,3,0,0,9,1,2,1,0,0,8,0,2,4,1,0,1,2,7,6,1,0,3,4,5,0,0,7,
9/17/2024 18:43:11,mp,2,0,5,4,9,9,9,2,2,2,"1,2,3,4,5",8,4,9,1,5,4,6,2,2,9,3,2,6,3,4,6,1,templeton,7,
9/17/2024 18:40:43,mp,2,3,3,4,0,0,0,2,1,2,7,0,0,1,2,0,0,0,0,0,0,0,0,5,3,1,6,0,0,7,
9/17/2024 18:39:00,mp,3,0,"4,5",4,6,7,6,2,2,2,"1,2,3,4,5,6",9,9,9,2,4,3,2,2,2,7,3,2,6,3,1,1,3,bryndwr,7,
9/17/2024 18:37:04,mp,0,1,4,2,9,3,7,2,2,2,"1,3","7,8",8,8,0,1,4,6,2,2,8,2,1,3,3,4,6,1,islington,7,
9/17/2024 18:33:29,mp,4,4,7 choir,6,0,0,0,1,1,1,5,0,0,0,1,0,4,6,1,2,2,5,2,6,3,1,6,1,woolston,7,
9/17/2024 18:31:13,mp,3,0,7 samoan choir,4,9,7,7,2,1,1,"1,3,4,5",8,9,9,1,2,4,6,2,2,9,5,1,0,3,2,0,1,hornby,7,Thank you.
9/17/2024 18:29:18,mp,2,0,4,1,8,8,8,2,2,2,1,5,5,5,1,2,4,6,2,2,9,3,1,6,3,2,2,1,linwood,7,
9/17/2024 18:26:51,mp,4,0,"4,5",4,9,9,9,1,2,2,"1,2,3,4,5,6",9,9,9,1,5,4,4,2,2,9,6,2,3,3,4,6,1,riccarton,7,
9/17/2024 18:24:35,mp,4,0,5,4,8,8,6,2,1,1,"1,2,4,5",9,9,9,1,2,4,0,2,2,9,6,2,3,3,1,6,4,riccarton,7,
9/17/2024 18:22:27,mp,3,0,7 choir,3,0,0,0,1,2,2,7,8,8,8,1,0,4,4,1,1,9,5,2,7 my whole family,3,0,0,"1,2",hornby,7,
9/17/2024 18:19:56,mp,4,0,"4,5",2,0,0,0,1,2,2,"1,2,3,4,5,6",9,9,9,1,5,3,"1,4",1,1,9,2,2,3,3,0,6,4,riccarton,7,
9/17/2024 18:17:43,mp,2,0,0,4,6,6,6,2,2,2,"1,2,3,4",7,6,8,2,1,4,6,1,1,8,1,2,6,"3,5",2,6,1,8042,7,
9/17/2024 18:15:34,mp,3,0,"4,7 Samoan youth group, choir, readings",6,9,9,9,1,1,1,"1,2,3,5",9,9,9,1,3,1,4,1,1,9,3,2,6,"3,4",4,2,1,russley,7,
9/17/2024 18:12:03,mp,5,6,7 youth group,3,0,0,0,2,2,2,"1,4,5",0,0,0,0,4,4,6,2,2,0,2,2,6,3,1,6,1,riccarton,7,
9/17/2024 18:09:54,mp,3,6,5,2,9,9,9,2,2,2,"1,2,3,4,5,6",9,9,9,1,0,0,0,0,0,0,0,0,6,3,2,1,1,upper riccarton,7,
9/17/2024 18:07:46,mp,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9/17/2024 18:06:01,mp,2,1,6,6,6,6,6,1,2,2,"1,2,3,4,5",7,7,7,1,2,4,6,1,2,4,4,2,6,5,1,6,1,rolleston,7,everything OK
9/17/2024 18:03:50,mp,6,2,8,4,0,0,1,1,2,2,5,9,0,0,1,5,2,6,1,2,9,2,2,6,3,2,1,5,hoon hay,7,
9/17/2024 18:01:34,mp,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,4,3,1,hornby,7,Much love to support Samoan community with everything
9/17/2024 17:59:22,mp,0,0,8,1,7,9,6,1,2,2,"1,2,3,4",5,5,3,1,2,1,6,2,1,8,1,1,7 uni halls,3,2,6,2,hornby,7,
9/17/2024 17:57:21,mp,4,0,8,2,5,5,5,2,1,2,"1,3",9,5,5,2,1,4,6,2,1,5,2,1,6,3,2,2,1,avonhead,7,
9/17/2024 17:55:10,mp,3,0,"2,4,5,6, 7 Antioch",1,9,9,5,2,2,2,"1,2,3,4",9,0,0,3,4,4,4,1,2,8,1,1,6,"3,7",1,6,2,linwood,7,
9/17/2024 17:42:14,mp,3,0,8,1,9,9,9,1,2,2,"1,2,3,4",5,6,6,3,1,4,6,2,1,7,2,1,3,"3,7",3,6,5,linwood,7,Samoan mass is the best
9/17/2024 17:37:42,mp,0,0,4,4,9,9,9,1,1,1,"1,2",3,7,9,0,1,1,1,2,2,4,1,1,6,3,2,2,5,linwood,7,
9/17/2024 17:32:30,mp,0,0,8,6,0,9,0,2,2,2,7,9,9,9,2,2,4,4,1,2,9,2,2,4,3,2,1,5,avonhead,7,
9/17/2024 17:29:14,mp,3,6,8,0,0,9,0,2,2,2,5,0,9,0,1,2,4,1,2,2,9,5,1,6,3,1,1,1,upper riccarton,7,
9/17/2024 17:25:01,mp,3,0,8,4,9,9,9,1,1,1,"1,2,3,4,5","7,",9,9,1,1,4,"1,4",1,2,9,3,2,6,3,2,1,6,hornby,7,
9/15/2024 19:31:34,KL,2,0,"4,5",3,9,9,6,2,1,2,"1,2,3,4",8,8,8,1,3,2,"1,4",1,1,9,2,2,6,9,3,2,1,upper riccarton,6,0
9/15/2024 19:31:17,GO,2,6,"1,2,3",2,9,9,9,1,1,2,"1,2,3,4,5",9,9,9,1,5,4,2,1,2,9,4,2,4,9,4,2,5,Hei Hei,6,
9/15/2024 19:31:13,MT,2,0,8,4,1,2,7,2,2,2,"1,2,3,4,5",8,9,8,1,6,4,6,2,2,9,3,2,5,8,4,2,1,Upper Riccarton,6,
9/15/2024 19:30:29,YA,2,0,8,3,0,0,7,2,1,2,"1,2,3,4,5",9,9,9,2,6,1,1,2,2,9,4,1,6,9,4,2,1,Upper Riccarton,6,
9/15/2024 19:30:13,GO,1,4,8,1,0,0,9,1,2,2,"1,3,4,5",9,9,9,1,2,4,5 conversation with my wife about the catholic faith,2,2,9,5,1,5,9,4,2,1,Hornby,6,
9/15/2024 19:30:00,KL,5,0,7 communion to the sick,1,1,1,1,2,2,2,"1,2,3,4,5",7,7,7,1,2,1,6,1,2,6,7,2,1,1,2,6,4,upper riccarton,6,0
9/15/2024 19:29:42,MT,6,0,8,1,0,0,9,1,2,2,"1,2,3,4,5",9,9,9,1,6,4,4,1,2,9,5,2,5,9,4,6,7 Searching for work as a dental assistant,Hornby,6,
9/15/2024 19:29:10,YA,1,3,8,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,6,2,5,9,0,0,1,Ilam,6,
9/15/2024 19:28:47,GO,1,2,7 attending mass only,3,1,1,5,1,2,2,"1,2,3,4,5",9,9,9,5,5,4,6,2,1,8,3,1,4,9,4,2,2,Sockburn,6,
9/15/2024 19:28:24,KL,2,2,8,0,3,3,3,2,2,2,5,5,5,4,1,0,4,6,2,2,5,3,1,4,9,3,3,1,yaldhurst,6,0
9/15/2024 19:27:30,YA,1,5,7 Attending Sunday masses,4,2,9,9,1,2,2,"1,2,3,4,5",9,9,9,1,5,4,5 online mass,2,2,9,3,2,5,9,4,4,1,Wigram,6,
9/15/2024 19:27:21,GO,1,5,8,3,0,0,9,1,1,1,"1,2,3,4,5",9,9,9,1,2,4,5 FB livestream,1,2,9,4,1,4,9,2,6,1,Riccarton,6,
9/15/2024 19:27:06,KL,2,0,8,2,1,1,1,2,2,2,"1,2,3,4,5",9,9,9,1,5,4,4,2,2,7,3,2,4,9,4,3,1,yaldhurst,6,0
9/15/2024 19:26:30,MT,1,2,"1, 2=4",1,1,1,1,2,2,2,"1,2,3,4,5",1,1,1,4,5,1,6,2,2,9,7,1,5,1,4,1,4,Riccarton,6,
9/15/2024 19:26:11,GO,2,0,8,3,8,5,5,2,1,1,"1,2,3,4,5",8,8,9,1,5,4,4,2,2,9,3,2,4,9,4,6,1,Linwood,6,
9/15/2024 19:25:50,KL,5,0,8,3,3,3,3,2,2,2,"1,2,3,4,5",7,5,5,1,2,4,6,2,2,6,6,2,5,1,4,3,4,avonhead,6,0
9/15/2024 19:24:57,GO,2,0,8,1,5,2,9,1,2,2,"1,2,3,4,5",9,9,9,1,2,4,"4,5 instagram",2,1,9,3,2,5,8,4,5,3,0,6,
9/15/2024 19:24:56,MT,1,6,8,1,0,0,0,2,2,1,"1,3,4",0,0,0,5,4,2,6,1,2,9,7,2,5,1,4,0,0,Ilam,6,"Spirituality is important to me. I enjoy reading Fr Richard Rohr, Thoams Merton and Teiliard de Chardon. St John Christoter, Joyce Rupp."
9/15/2024 19:24:46,YA,2,3,8,3,0,0,0,2,2,2,"1,2,4,5",9,9,9,1,5,4,6,2,2,7,7,0,1,1,3,0,3,Avonhead,6,
9/15/2024 19:24:22,KL,2,0,8,1,2,2,3,2,2,2,"1,2,3",5,5,7,2,5,4,1,2,2,6,1,2,3,10 kiribati,1,6,2,merivale,6,0
9/15/2024 19:23:37,GO,2,0,8,1,5,1,1,2,2,2,"1,2,3,4,5",7,5,5,1,3,4,6,2,2,9,3,1,5,8,4,5,1,0,6,
9/15/2024 19:22:56,KL,2,0,8,1,1,1,1,2,2,2,"1,2,3,4",9,9,9,1,5,4,6,1,2,9,3,2,2,10 kiribati,1,6,2,merivale,6,0
9/15/2024 19:22:54,YA,1,4,4,2,8,8,7,2,2,2,"1,2,3,4,5",9,9,9,1,6,4,4,2,1,9,3,1,4,10 Sri Lankan,4,2,1,Avonhead,6,
9/15/2024 19:22:15,GO,4,0,4,1,9,9,3,1,1,1,"1,2,3,4",9,9,9,1,2,1,"1,3,4",1,1,9,2,1,4,"1,2",4,2,1,West Melton,6,
9/15/2024 19:21:35,MT,1,5,2,6,5,5,9,1,2,2,7,7,9,9,1,5,4,4,1,1,8,4,2,2,9,4,2,1,Hoon hay,6,"I love to attend Mass this Church. The Parishioner group called the holy voice of choir, Keep up! the Good work. God is Love!"
9/15/2024 19:21:17,KL,1,4,8,1,9,9,5,2,1,2,"1,2,3,6",7,9,9,1,5,4,6,1,1,8,1,2,2,10 kiribati,1,6,2,southbridge,6,0
9/15/2024 19:21:05,YA,1,4,8,1,1,1,1,2,2,2,"1,2,3,4,5",5,7,8,1,4,4,"4,5 Phone app",2,2,5,4,1,4,1,4,2,1,Hornby,6,
9/15/2024 19:20:37,GO,4,0,"4,5,6",5,9,7,9,2,1,1,"1,2,3,4",9,9,9,1,5,2,"1,4",2,1,9,2,1,6,10 IRISH,4,5,1,Upper Riccarton,6,More opportunities for 18-25 years to engage
9/15/2024 19:19:35,KL,6,1,0,1,0,0,7,2,2,2,"1,22,3,4",9,8,8,3,2,4,0,0,0,9,4,0,5,9,4,0,7,chch,6,thank you for this opportunity to attend the sunday mass
9/15/2024 19:17:58,MT,1,4,0,3,0,0,8,1,2,1,"1,2,3,4",9,9,9,1,3,4,5 Online Mass,1,1,9,4,2,2,9,4,2,1,Islington,6,
9/15/2024 19:17:29,GO,1,4,"1,2,3,4,5,6",0,0,0,0,1,2,1,"1,4,5",9,9,9,1,4,3,"3,5 invited speakers",1,1,9,7,2,7 retirement village,1,4,1,4,Ilam,6,
9/15/2024 19:17:27,YA,5,0,8,4,0,0,0,2,2,2,"1,2,3,4,5",9,9,9,1,5,4,4,2,2,8,8,1,3,1,3,4,4,Wigram,6,
9/15/2024 19:17:26,KL,6,1,0,1,0,0,7,2,2,0,"1,3,4",8,8,8,5,0,4,6,2,2,6,3,1,5,9,2,6,1,riccarton,6,0
9/15/2024 19:16:30,MT,1,3,8,5,0,9,0,2,2,2,"1,2,3,4,5",7,0,0,1,3,2,6,2,1,8,7,2,5,1,4,0,4,Avonhead,6,
9/15/2024 19:16:06,KL,2,"1,2,3,4,5",4,0,8,0,0,1,2,2,"1,2,3,4,5",9,0,0,1,5,4,6,1,2,9,5,1,6,9,4,3,1,wigram,6,0
9/15/2024 19:15:47,YA,5,0,8,4,6,6,0,2,2,2,"1,2,3,4",7,9,0,1,5,1,4,2,1,9,4,2,3,1,4,4,2,Wigram,6,
9/15/2024 19:14:35,GO,1,6,8,2,1,1,1,2,2,2,"1,2,3,4,5",7,7,7,1,4,1,6,2,1,8,1,2,2,3,2,2,2,Riccarton,6,
9/15/2024 19:14:13,KL,2,4,"2,4",1,0,8,9,2,2,2,"1,2,3,4,5,6",9,9,9,1,0,2,6,2,2,9,8,2,5,3,1,6,4,0,6,0
9/15/2024 19:14:05,MT,2,4,"2,4",2,9,9,9,1,2,2,"1,4,5,6",9,9,0,2,0,4,6,2,2,5,8,1,5,1,0,6,4,Kirwee,6,
9/15/2024 19:12:46,GO,1,4,8,1,1,1,1,2,2,2,"1,2,3,4",8,7,7,2,3,4,4,2,2,5,4,2,2,9,4,2,3,Hornby,6,
9/15/2024 19:12:28,KL,1,5,8,0,4,5,5,1,2,2,"1,2,3,4,5",9,9,9,2,5,4,"2,4",1,1,9,4,1,2,9,4,1,1,sockburn,6,today mass you forgot to bring the donation basket go around in an area near the door many of us waited for it God bless
9/15/2024 19:12:14,MT,3,0,7 Catholic Womens League,3,0,0,0,2,2,2,0,0,0,0,1,5,0,6,2,2,4,8,2,1,1,0,1,4,Russley,6,
9/15/2024 19:11:58,YA,2,5,8,4,0,0,0,1,2,2,"1,2,3,4",9,9,9,1,0,4,0,0,0,9,4,1,2,9,4,6,1,Upper Riccarton,6,
9/15/2024 19:11:10,GO,6,4,0,2,0,0,0,2,2,2,"1,2,3,4",9,0,0,2,3,4,0,2,2,9,4,1,4,9,4,2,0,Hornby,6,
9/15/2024 19:10:08,YA,5,5,"1,2,4",4,9,7,7,2,2,2,"1,2,3,4,5",9,8,8,1,3,3,4,1,1,9,5,2,6,9,4,0,1,Wigram,6,Please all praise and worship song before the mass.
9/15/2024 19:09:36,KL,1,5,6,5,6,6,6,1,2,1,"1,2,3,4,5",8,9,9,1,5,4,2,1,1,9,4,2,6,9,4,2,1,riccarton,6,0
